s1_name,patch_id,latitude,longitude,country,season,climate_zone
S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_30_49,S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_30_49,44.618181427378516,21.461071102385418,Serbia,Summer,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_35_50,S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_35_50,44.607048516703856,21.53659529827346,Serbia,Summer,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_35_55,S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_35_55,44.5530353362059,21.536098721157373,Serbia,Summer,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_38_62,S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_38_62,44.47719485828883,21.58067044476832,Serbia,Summer,"Temperate, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_48_65,S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_48_65,44.443920759595336,21.73114370975557,Serbia,Summer,"Temperate, no dry season, hot summer"
S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_56_51,S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_56_51,44.59431322485517,21.853980082941924,Serbia,Summer,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_61_57,S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_61_57,44.52891266038603,21.928534839818482,Serbia,Summer,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170829T055029_31UER_67_38,S2B_MSIL2A_20170829T105019_N9999_R051_T31UER_67_38,50.13126407541634,4.13304805096878,Belgium,Summer,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170830T160543_34VDR_62_64,S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_62_64,63.331657173425306,20.49996678101767,Finland,Summer,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170830T160543_34VDR_68_67,S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_68_67,63.29977971838723,20.644141242226233,Finland,Summer,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170831T164243_33UXP_29_59,S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_29_59,48.09627145051056,16.818541304539128,Austria,Winter,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170831T164243_33UXP_30_54,S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_30_54,48.1499695477184,16.836572784225787,Austria,Winter,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170831T164243_33UXP_33_49,S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_33_49,48.203138333127505,16.886926924975462,Austria,Winter,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170831T164243_33UXP_34_51,S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_34_51,48.18129157486348,16.90226910044094,Austria,Winter,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170831T164243_33UXP_45_63,S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_45_63,48.04874502628659,17.07451356401583,Austria,Winter,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_24_63,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_24_63,60.644093578286295,19.708297403611333,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_27_62,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_27_62,60.65548405373135,19.77369848879037,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_30_62,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_30_62,60.65607085217572,19.839533702893757,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_33_62,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_33_62,60.65662528549611,19.905371614441044,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_33_67,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_33_67,60.602764671414505,19.907195751970796,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_43_65,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_43_65,60.625921185798575,20.125724625686978,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_48_67,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_48_67,60.60504627816611,20.235871943584744,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_53_64,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_53_64,60.63794752605705,20.344786288136913,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_59_59,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_59_59,60.69239497895752,20.47553146968854,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_59_67,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_59_67,60.60620614414478,20.476930349573845,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_63_53,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_63_53,60.75735185610411,20.562549836394503,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_66_59,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_66_59,60.692908688020054,20.62935147643388,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_67_65,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_67_65,60.628324639935585,20.652024249167702,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170904T161304_34VDN_68_53,S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_68_53,60.757665569594245,20.67264388866558,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_25_55,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_25_55,64.30163266880491,23.699850569175947,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_25_68,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_25_68,64.16179705545485,23.68624249146723,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_26_48,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_26_48,64.37646630364533,23.732083012592636,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_29_45,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_29_45,64.40732492352431,23.809898626764557,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_31_54,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_31_54,64.30956996551829,23.849588366061074,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_33_39,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_33_39,64.46991246154238,23.91621387790033,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_33_44,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_33_44,64.41614122392212,23.91049850180219,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_35_23,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_35_23,64.64097107211485,23.98482724592288,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_35_44,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_35_44,64.41514649083274,23.960241881270154,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_38_34,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_38_34,64.5211525026335,24.046792779361052,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_39_27,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_39_27,64.59590107785719,24.0802489720233,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_46_38,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_46_38,64.47388052080808,24.24137670167197,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_49_61,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_49_61,64.22495327928523,24.286461398281407,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_50_60,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_50_60,64.2351457727441,24.312439886508646,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_51_40,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_51_40,64.4495815376028,24.363307497007387,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_51_65,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_51_65,64.18083189419076,24.33066871076911,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_53_68,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_53_68,64.1474476072469,24.376043691176452,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_54_45,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_54_45,64.39410844728212,24.43124876544169,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_55_40,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_55_40,64.4472680281765,24.462867098394753,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_57_28,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_57_28,64.57505887535862,24.52926444249162,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_58_50,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_58_50,64.33801068103709,24.52370630539962,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_62_47,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_62_47,64.36783121214258,24.62709405597273,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_64_53,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_64_53,64.30211717977194,24.66811288898526,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170906T155749_34WFS_68_63,S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_68_63,64.19214781069638,24.752488939802646,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170913T043820_34TFN_24_39,S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_24_39,42.91504570924943,22.58536986473854,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170913T043820_34TFN_25_31,S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_25_31,43.001256878809286,22.602307521080114,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170913T043820_34TFN_31_23,S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_31_23,43.086396831107216,22.692981411810496,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_23_41,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_23_41,43.804508145507874,21.350336677368375,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_24_52,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_24_52,43.68561220368971,21.36453298584611,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_26_29,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_26_29,43.93401261965705,21.395948614605658,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_28_56,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_28_56,43.642188552456396,21.423783464269015,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_33_58,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_33_58,43.620279570053704,21.497993922953537,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_38_39,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_38_39,43.82521118284762,21.5743126623514,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_38_49,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_38_49,43.71717014995516,21.57327970878517,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_42_50,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_42_50,43.7060516727499,21.63274993503432,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_45_46,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_45_46,43.74901149227507,21.67791641365182,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_48_32,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_48_32,43.89998909997486,21.72445408031469,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_48_35,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_48_35,43.86757839711697,21.72406140048862,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_52_40,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_52_40,43.813166799717855,21.783086154369695,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_53_32,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_53_32,43.899491061325534,21.799158894666828,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_56_37,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_56_37,43.84515239345402,21.843218836198,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_57_68,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_57_68,43.51012916799368,21.85338575044539,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_59_26,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_59_26,43.96364719125277,21.88976789001692,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_62_60,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_62_60,43.59598021363256,21.928932213122067,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_65_24,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_65_24,43.98451849100431,21.979860360359616,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_65_62,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_65_62,43.574002261024305,21.973178491601455,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162451_34TEP_68_56,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_68_56,43.63843358298696,22.01884965966373,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_24_56,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_24_56,44.54289155295958,21.369841409375812,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_28_24,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_28_24,44.88836138569511,21.43283244201575,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_36_38,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_36_38,44.736605665769524,21.552948305327458,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_45_47,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_45_47,44.63864468824904,21.688192988984397,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_45_61,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_45_61,44.48741159285903,21.686412310380238,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_53_48,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_53_48,44.62704927145032,21.80907705524123,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_56_64,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_56_64,44.453886999411345,21.851930882930095,Serbia,Fall,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_59_64,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_59_64,44.45354055728104,21.89717411937242,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_62_61,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_62_61,44.48558176372147,21.942938156219178,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_64_68,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_64_68,44.40971599622613,21.97186128041336,Serbia,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_65_65,S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_65_65,44.44199216362546,21.987476027648267,Serbia,Fall,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170924T155448_35UMB_24_28,S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_24_28,55.6333082868759,25.87793909932548,Lithuania,Fall,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170924T155448_35UMB_32_26,S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_32_26,55.65616993593038,26.02986828239492,Lithuania,Fall,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170924T155448_35UMB_35_45,S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_35_45,55.45176300482069,26.09181254856529,Lithuania,Fall,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170924T155448_35UMB_38_53,S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_38_53,55.36591777029408,26.150577506698856,Lithuania,Fall,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170924T155448_35UMB_46_42,S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_46_42,55.48547980068945,26.299925620743895,Lithuania,Fall,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170924T155419_35UMB_46_58,S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_46_58,55.31296470567176,26.30296800027292,Lithuania,Fall,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170924T155448_35UMB_52_40,S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_52_40,55.50764266865184,26.413534095572604,Lithuania,Fall,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170924T155448_35UMB_54_40,S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_54_40,55.50781870668646,26.45153202867731,Lithuania,Fall,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170924T044105_35VNH_27_28,S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_27_28,61.0260268156664,27.61027699076516,Finland,Fall,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20170924T044105_35VNH_28_38,S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_28_38,60.9181958155352,27.630344778911326,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043321_35VNH_34_43,S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_34_43,60.863645327088626,27.761828590480285,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043321_35VNH_40_41,S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_40_41,60.884374057573446,27.894969836936593,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043321_35VNH_42_63,S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_42_63,60.647079323467956,27.932272128290776,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043321_35VNH_52_48,S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_52_48,60.80694775543972,28.15746892059356,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043321_35VNH_55_36,S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_55_36,60.93561624420036,28.228570148345206,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043321_35VNH_57_38,S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_57_38,60.91366325010903,28.271984465584776,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043321_35VNH_63_38,S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_63_38,60.912343861262954,28.404707056981955,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_23_67,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_23_67,62.38043418183737,29.479027926515705,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_26_52,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_26_52,62.54058534266432,29.562355705740572,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_28_53,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_28_53,62.52896310981575,29.60801586900775,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_30_33,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_30_33,62.74327081348703,29.673917571938283,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_30_48,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_30_48,62.58188288233308,29.65939808453601,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_31_51,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_31_51,62.54915966495678,29.679822199520217,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_34_46,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_34_46,62.60159436583201,29.75471352783654,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_35_60,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_35_60,62.45051416860284,29.76405921232863,Finland,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_40_24,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_40_24,62.83541905206039,29.91803601251838,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_40_38,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_40_38,62.684823670179135,29.90318392907966,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_42_56,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_42_56,62.490224170950576,29.930850188376223,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_53_56,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_53_56,62.484616967630394,30.18660401038734,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_59_28,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_59_28,62.78243338187215,30.359984768940226,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170925T043256_35VPK_62_54,S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_62_54,62.501185594497194,30.398220658638653,Finland,Fall,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20170928T161150_35ULB_23_58,S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_23_58,55.284985894940014,24.29474609710528,Lithuania,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170928T161150_35ULB_26_47,S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_26_47,55.404714649616466,24.34344121949875,Lithuania,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170928T161150_35ULB_32_24,S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_32_24,55.654888004284025,24.440985450489645,Lithuania,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170928T161150_35ULB_33_65,S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_33_65,55.21361356995418,24.488255912745977,Lithuania,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170928T161150_35ULB_35_55,S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_35_55,55.322115406660615,24.519230791284283,Lithuania,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170928T161150_35ULB_38_32,S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_38_32,55.57103720989222,24.560665454039864,Lithuania,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170928T161150_35ULB_46_42,S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_46_42,55.466229106369205,24.719029137121726,Lithuania,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170928T161150_35ULB_50_43,S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_50_43,55.45684486634503,24.795493450844102,Lithuania,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170928T161150_35ULB_55_40,S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_55_40,55.490843058336914,24.88857732424049,Lithuania,Fall,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20170928T161150_35ULB_58_55,S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_58_55,55.33017092739644,24.953889236189088,Lithuania,Fall,"Cold, no dry season, warm summer"
